"","zip","Provider.ID","Hospital.Name","Address","City","State","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","X","city","state","latitude","longitude"
"43",935,400012,"HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ","BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC","SAN JUAN","PR","SAN JUAN",7877634149,"Acute Care Hospitals","Voluntary non-profit - Private",FALSE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC
SAN JUAN, PR
",192,"San Juan","PR",18.410462,-66.060533
"44",935,400127,"ADMIN DE SERVICIOS MEDICOS  PUERTO RIC","BO MONACILLO CARR NUM 22","SAN JUAN","PR","SAN JUAN",7877773535,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","BO MONACILLO CARR NUM 22
SAN JUAN, PR
",192,"San Juan","PR",18.410462,-66.060533
"45",935,403301,"UNIVERSITY PEDIATRIC HOSPITAL","PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS","SAN JUAN","PR","SAN JUAN",7877773232,"Childrens","Government - State",TRUE,NA,"Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS
SAN JUAN, PR
",192,"San Juan","PR",18.410462,-66.060533
"46",936,400015,"SAN JUAN MUNICIPAL HOSPITAL","BARRIO MONACILLOS,CENTRO MEDICO","RIO PIEDRAS","PR","SAN JUAN",7877568535,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","BARRIO MONACILLOS,CENTRO MEDICO
RIO PIEDRAS, PR
",193,"San Juan","PR",18.410462,-66.060533
"47",936,400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC","SERGIO CUEVAS BUSTAMANTE STREET 550","SAN JUAN","PR","SAN JUAN",7877586420,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Below the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","SERGIO CUEVAS BUSTAMANTE STREET 550
SAN JUAN, PR
",193,"San Juan","PR",18.410462,-66.060533
"48",936,400124,"CENTRO CARDIOVASCULAR","AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM","RIO PIEDRAS","PR","SAN JUAN",7877548500,"Acute Care Hospitals","Government - State",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM
RIO PIEDRAS, PR
",193,"San Juan","PR",18.410462,-66.060533
"49",956,400105,"HOSPITAL UNIVERSITARIO DR RUIZ ARNAU","LAUREL AVE SANTA JUANITA #100","BAYAMON","PR","BAYAMON",7877875151,"Acute Care Hospitals","Government - State",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","LAUREL AVE SANTA JUANITA #100
BAYAMON, PR
",205,"Bayamon","PR",18.34216,-66.16643
"50",959,400102,"DOCTORS CENTER HOSPITAL BAYAMON","9 J STREET EXT HERMANAS DAVILA","BAYAMON","PR","BAYAMON",7876225420,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","9 J STREET EXT HERMANAS DAVILA
BAYAMON, PR
",208,"Bayamon","PR",18.387063,-66.15943
"51",960,400032,"HOSPITAL HERMANOS MELENDEZ INC","CARRETERA #2 KM 11 7","BAYAMON","PR","BAYAMON",7876208181,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"2","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Below the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","CARRETERA #2 KM 11 7
BAYAMON, PR
",209,"Bayamon","PR",18.34487,-66.166014
"52",961,400109,"HIMA SAN PABLO BAYAMON","CALLE SANTA CRUZ NUMERO 70  URB SANTA CRUZ","BAYAMON","PR","BAYAMON",7876204747,"Acute Care Hospitals","Proprietary",TRUE,NA,"2","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Below the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","CALLE SANTA CRUZ NUMERO 70 URB SANTA CRUZ
BAYAMON, PR
",210,"Bayamon","PR",18.412462,-66.16033
"53",969,400122,"PROFESSIONAL HOSPITAL GUAYNABO INC","AVE LAS CUMBRES ST 199KM 1 2","ALT DE SANTA","PR","GUAYNABO",7877086560,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","AVE LAS CUMBRES ST 199KM 1 2
ALT DE SANTA, PR
",216,"Guaynabo","PR",18.366981,-66.10889
